0.9961	0.9961	0
0.9961	0.9883	0
0.9922	0.9844	0
0.9922	0.9766	0
0.9883	0.9727	0
0.9883	0.9648	0
0.9883	0.9609	0
0.9844	0.9531	0
0.9844	0.9453	0
0.9805	0.9414	0
0.9805	0.9336	0
0.9805	0.9258	0
0.9766	0.9219	0
0.9766	0.9141	0
0.9727	0.9063	0
0.9727	0.8984	0
0.9688	0.8945	0
0.9688	0.8867	0
0.9648	0.8789	0
0.9648	0.8711	0
0.9609	0.8633	0
0.9609	0.8555	0
0.957	0.8477	0
0.957	0.8398	0
0.9531	0.832	0
0.9531	0.8242	0
0.9492	0.8164	0
0.9492	0.8086	0
0.9453	0.8008	0
0.9453	0.793	0
0.9414	0.7813	0
0.9414	0.7734	0
0.9375	0.7656	0
0.9375	0.7578	0
0.9336	0.7461	0
0.9297	0.7383	0
0.9297	0.7266	0
0.9258	0.7188	0
0.9258	0.707	0
0.9219	0.6992	0
0.918	0.6875	0
0.918	0.6797	0
0.9141	0.668	0
0.9102	0.6602	0
0.9102	0.6484	0
0.9063	0.6367	0
0.9023	0.625	0
0.9023	0.6133	0
0.8984	0.6055	0
0.8945	0.5938	0
0.8906	0.582	0
0.8906	0.5703	0
0.8867	0.5586	0
0.8828	0.543	0
0.8789	0.5313	0
0.875	0.5195	0
0.875	0.5078	0
0.8711	0.4922	0
0.8672	0.4805	0
0.8633	0.4648	0
0.8594	0.4531	0
0.8555	0.4375	0
0.8516	0.4258	0
0.8477	0.4102	0
0.8438	0.3945	0
0.8398	0.3789	0
0.8359	0.3633	0
0.832	0.3477	0
0.8281	0.332	0
0.8242	0.3164	0
0.8203	0.2969	0
0.8164	0.2813	0
0.8125	0.2656	0
0.8086	0.2461	0
0.8047	0.2305	0
0.7969	0.2109	0
0.793	0.1914	0
0.7891	0.1719	0
0.7852	0.1523	0
0.7773	0.1328	0
0.7734	0.1133	0
0.7695	0.0898	0
0.7617	0.0664	0
0.7578	0.0469	0
0.7539	0.0234	0
0.7461	0	0
0.7227	0.0156	0
0.7031	0.0313	0
0.6797	0.0469	0
0.6602	0.0625	0
0.6367	0.0781	0
0.6172	0.0938	0
0.5938	0.1133	0
0.5742	0.125	0
0.5508	0.1445	0
0.5313	0.1602	0
0.5078	0.1758	0
0.4883	0.1914	0
0.4648	0.207	0
0.4453	0.2227	0
0.4219	0.2383	0
0.3984	0.2539	0
0.3789	0.2695	0.0039
0.3945	0.2891	0.0313
0.4141	0.3125	0.0625
0.4297	0.332	0.0938
0.4453	0.3516	0.125
0.4609	0.375	0.1563
0.4766	0.3945	0.1875
0.4922	0.4141	0.2188
0.5117	0.4375	0.25
0.5273	0.457	0.2813
0.543	0.4766	0.3125
0.5586	0.4961	0.3438
0.5781	0.5195	0.375
0.5938	0.5391	0.4063
0.6094	0.5586	0.4375
0.625	0.582	0.4688
0.6406	0.6016	0.5
0.6563	0.6211	0.5313
0.6758	0.6445	0.5625
0.6914	0.6641	0.5938
0.707	0.6836	0.625
0.7227	0.7031	0.6563
0.7422	0.7266	0.6875
0.7578	0.7461	0.7188
0.7734	0.7656	0.75
0.7891	0.7891	0.7813
0.7852	0.7852	0.7852
0.7656	0.7656	0.7656
0.7461	0.7461	0.7461
0.7305	0.7305	0.7305
0.707	0.707	0.707
0.6875	0.6875	0.6875
0.6719	0.6719	0.6719
0.6523	0.6523	0.6523
0.6289	0.6289	0.6289
0.6094	0.6094	0.6094
0.5938	0.5938	0.5938
0.5742	0.5742	0.5742
0.5508	0.5508	0.5508
0.5352	0.5352	0.5352
0.5156	0.5156	0.5156
0.4961	0.4961	0.4961
0.4766	0.4766	0.4766
0.457	0.457	0.457
0.4375	0.4375	0.4375
0.418	0.418	0.418
0.3984	0.3984	0.3984
0.3789	0.3789	0.3789
0.3594	0.3594	0.3594
0.3398	0.3398	0.3398
0.3203	0.3203	0.3203
0.3008	0.3008	0.3008
0.2813	0.2813	0.3281
0.2656	0.2656	0.3555
0.2461	0.2461	0.3789
0.2305	0.2305	0.4063
0.2109	0.2109	0.4336
0.1953	0.1953	0.4609
0.1758	0.1758	0.4844
0.1602	0.1602	0.5117
0.1406	0.1406	0.5391
0.125	0.125	0.5625
0.1055	0.1055	0.5898
0.0859	0.0859	0.6172
0.0703	0.0703	0.6406
0.0547	0.0547	0.668
0.0352	0.0352	0.6953
0.0195	0.0195	0.7188
0	0	0.7461
0.0156	0.0234	0.7539
0.0313	0.0469	0.7578
0.043	0.0664	0.7617
0.0586	0.0898	0.7695
0.0703	0.1133	0.7734
0.082	0.1328	0.7773
0.0977	0.1523	0.7852
0.1094	0.1719	0.7891
0.1211	0.1914	0.793
0.1328	0.2109	0.7969
0.1445	0.2305	0.8047
0.1563	0.2461	0.8086
0.168	0.2656	0.8125
0.1797	0.2813	0.8164
0.1875	0.2969	0.8203
0.1992	0.3164	0.8242
0.2109	0.332	0.8281
0.2188	0.3477	0.832
0.2305	0.3633	0.8359
0.2383	0.3789	0.8398
0.25	0.3945	0.8438
0.2578	0.4102	0.8477
0.2695	0.4258	0.8516
0.2773	0.4375	0.8555
0.2852	0.4531	0.8594
0.293	0.4688	0.8633
0.3047	0.4805	0.8672
0.3125	0.4922	0.8711
0.3203	0.5078	0.875
0.3281	0.5195	0.875
0.3359	0.5313	0.8789
0.3438	0.5469	0.8828
0.3516	0.5586	0.8867
0.3594	0.5703	0.8906
0.3672	0.582	0.8906
0.375	0.5938	0.8945
0.3828	0.6055	0.8984
0.3867	0.6172	0.9023
0.3945	0.625	0.9023
0.4023	0.6367	0.9063
0.4102	0.6484	0.9102
0.418	0.6602	0.9102
0.4219	0.668	0.9141
0.4297	0.6797	0.918
0.4336	0.6914	0.918
0.4414	0.6992	0.9219
0.4492	0.7109	0.9258
0.4531	0.7188	0.9258
0.4609	0.7305	0.9297
0.4648	0.7383	0.9297
0.4727	0.7461	0.9336
0.4766	0.7578	0.9375
0.4844	0.7656	0.9375
0.4883	0.7734	0.9414
0.4961	0.7813	0.9414
0.5	0.793	0.9453
0.5039	0.8008	0.9453
0.5117	0.8086	0.9492
0.5156	0.8164	0.9492
0.5195	0.8242	0.9531
0.5273	0.832	0.9531
0.5313	0.8398	0.957
0.5352	0.8477	0.957
0.5391	0.8555	0.9609
0.5469	0.8633	0.9609
0.5508	0.8711	0.9648
0.5547	0.8789	0.9648
0.5586	0.8867	0.9688
0.5625	0.8945	0.9688
0.5664	0.8984	0.9727
0.5742	0.9063	0.9727
0.5781	0.9141	0.9766
0.582	0.9219	0.9766
0.5859	0.9258	0.9805
0.5898	0.9336	0.9805
0.5938	0.9414	0.9805
0.5977	0.9453	0.9844
0.6016	0.9531	0.9844
0.6055	0.9609	0.9883
0.6094	0.9648	0.9883
0.6133	0.9727	0.9883
0.6172	0.9766	0.9922
0.6211	0.9844	0.9922
0.625	0.9922	0.9961
0.6289	0.9961	0.9961
